Date,"Opponent1","Pts","Opponent1_Location","Opponent2","Pts",Notes
"10/09/04","Oregon","41","Home","Washington St.","38",
"09/25/04","Oregon","48","Away","Idaho","10",
"11/13/04","Penn St.","22","Home","Indiana","18",
"09/18/04","Penn St.","37","Away","UCF","13",
"11/20/04","Penn St.","37","Away","Michigan St.","13",
"09/04/04","Penn St.","48","Away","Akron","10",
"11/25/04","Pittsburgh","16","Away","West Virginia","13",
"10/16/04","Pittsburgh","20","Away","Boston College","17",
"09/11/04","Pittsburgh","24","Away","Ohio","3",
"10/09/04","Pittsburgh","27","Home","Temple","22",
"09/25/04","Pittsburgh","41","Away","Furman","38",
"10/23/04","Pittsburgh","41","Away","Rutgers","17",
"11/13/04","Pittsburgh","41","Home","Notre Dame","38",
"12/04/04","Pittsburgh","43","Home","South Fla.","14",
"10/09/04","Purdue","20","Home","Penn St.","13",
"11/13/04","Purdue","24","Away","Ohio St.","17",
"09/25/04","Purdue","38","Home","Illinois","30",
"10/02/04","Purdue","41","Home","Notre Dame","16",
"09/05/04","Purdue","51","Away","Syracuse","0",
"09/11/04","Purdue","59","Away","Ball St.","7",
"11/20/04","Purdue","63","Away","Indiana","24",
"09/05/04","Rice","10","Away","Houston","7",Houston TX
"09/18/04","Rice","41","Away","Hawaii","29",
"10/09/04","Rice","44","Away","SMU","10",
"10/16/04","Rutgers","16","Away","Temple","6",
"09/04/04","Rutgers","19","Away","Michigan St.","14",
"09/18/04","Rutgers","29","Away","Kent St.","21",
"10/09/04","Rutgers","37","Home","Vanderbilt","34",
"11/20/04","San Diego St.","21","Away","UNLV","3",
"09/25/04","San Diego St.","27","Away","Nevada","10",
"11/13/04","San Diego St.","37","Home","Air Force","31",
"09/04/04","San Diego St.","38","Away","Idaho St.","21",
"09/18/04","San Jose St.","47","Away","Morgan St.","28",
"10/02/04","San Jose St.","70","Away","Rice","63",
"10/16/04","South Carolina","12","Home","Kentucky","7",
"09/25/04","South Carolina","17","Away","Troy","7",
"10/02/04","South Carolina","20","Home","Alabama","3",
"09/04/04","South Carolina","31","Home","Vanderbilt","6",
"09/18/04","South Carolina","34","Away","South Fla.","3",
"11/06/04","South Carolina","35","Away","Arkansas","32",
"09/11/04","South Fla.","21","Away","Tennessee Tech","7",
"11/13/04","South Fla.","41","Away","East Carolina","17",
"11/03/04","South Fla.","45","Home","Alabama-Birmingham","20",
"09/25/04","South Fla.","45","Home","TCU","44",
"10/09/04","Southern California","23","Away","California","17",
"08/28/04","Southern California","24","Away","Virginia Tech","13",BCA Classic (Landover MD)
"11/06/04","Southern California","28","Home","Oregon St.","20",
"12/04/04","Southern California","29","Home","UCLA","24",
"09/25/04","Southern California","31","Home","Stanford","28",
"10/23/04","Southern California","38","Away","Washington","0",
"11/27/04","Southern California","41","Away","Notre Dame","10",
"09/18/04","Southern California","42","Home","BYU","10",
"10/30/04","Southern California","42","Home","Washington St.","12",
"10/16/04","Southern California","45","Away","Arizona St.","7",
"11/13/04","Southern California","49","Away","Arizona","9",
"09/11/04","Southern California","49","Away","Colorado St.","0",
"01/04/05","Southern California","55","Away","Oklahoma","19",Orange Bowl (Miami FL)
"09/25/04","SMU","36","Away","San Jose St.","13",
"11/13/04","SMU","38","Away","Nevada","20",
"11/06/04","SMU","41","Away","Tulsa","35",
"09/11/04","Southern Miss.","21","Home","Nebraska","17",
"11/27/04","Southern Miss.","26","Away","Alabama-Birmingham","21",
"10/02/04","Southern Miss.","27","Home","South Fla.","20",
"12/14/04","Southern Miss.","31","Away","North Texas","10",New Orleans Bowl (New Orleans LA)
"09/25/04","Southern Miss.","32","Home","Tulane","14",
"10/07/04","Southern Miss.","35","Away","Houston","29",
"10/23/04","Southern Miss.","51","Away","East Carolina","10",
"10/16/04","Stanford","23","Home","Washington St.","17",
"10/02/04","Stanford","27","Away","Washington","13",
"09/11/04","Stanford","37","Away","BYU","10",
"09/04/04","Stanford","43","Away","San Jose St.","3",
"09/18/04","Syracuse","19","Away","Cincinnati","7",
"09/11/04","Syracuse","37","Home","Buffalo","17",
"11/06/04","Syracuse","38","Away","Pittsburgh","31",
"10/02/04","Syracuse","41","Away","Rutgers","31",
"10/30/04","Syracuse","42","Away","Connecticut","30",
"11/27/04","Syracuse","43","Home","Boston College","17",
"11/13/04","Temple","34","Away","Syracuse","24",
"09/18/04","Temple","38","Away","Florida A&M","7",
"10/23/04","Tennessee","17","Away","Alabama","13",
"10/09/04","Tennessee","19","Home","Georgia","14",
"10/16/04","Tennessee","21","Home","Ole Miss","17",
"09/18/04","Tennessee","30","Away","Florida","28",
"11/27/04","Tennessee","37","Away","Kentucky","31",
"01/01/05","Tennessee","38","Away","Texas A&M","7",Cotton Bowl (Dallas TX)
"11/20/04","Tennessee","38","Home","Vanderbilt","33",
"09/25/04","Tennessee","42","Away","Louisiana Tech","17",
"09/05/04","Tennessee","42","Away","UNLV","17",
"10/30/04","Tennessee","43","Home","South Carolina","29",
"09/18/04","Texas A&M","27","Away","Clemson","6",
"10/23/04","Texas A&M","29","Away","Colorado","26",
"09/11/04","Texas A&M","31","Away","Wyoming","0",
"11/13/04","Texas A&M","32","Away","Texas Tech","25",
"10/09/04","Texas A&M","34","Home","Iowa St.","3",
"10/16/04","Texas A&M","36","Home","Oklahoma St.","20",
"10/02/04","Texas A&M","42","Away","Kansas St.","30",
"10/02/04","TCU","21","Home","Army","17",
"10/23/04","TCU","34","Away","Houston","27",
"11/20/04","TCU","42","Away","Southern Miss.","17",
"09/11/04","TCU","44","Away","SMU","0",
"09/02/04","TCU","48","Away","Northwestern","45",
"09/04/04","Texas Tech","27","Home","SMU","13",
"11/27/04","Texas Tech","31","Away","Oklahoma St.","15",
"09/25/04","Texas Tech","31","Home","Kansas","30",
"10/30/04","Texas Tech","35","Home","Kansas St.","25",
"11/06/04","Texas Tech","42","Away","Baylor","17",
"12/30/04","Texas Tech","45","Away","California","31",Holiday Bowl (San Diego CA)
"10/09/04","Texas Tech","70","Away","Nebraska","10",
"09/18/04","Texas Tech","70","Away","TCU","35",
"09/11/04","Texas","22","Home","Arkansas","20",
"11/26/04","Texas","26","Away","Texas A&M","13",
"11/13/04","Texas","27","Home","Kansas","23",
"10/16/04","Texas","28","Away","Missouri","20",
"10/30/04","Texas","31","Home","Colorado","7",
"09/25/04","Texas","35","Away","Rice","13",
"01/01/05","Texas","38","Away","Michigan","37",Rose Bowl (Pasadena CA)
"10/02/04","Texas","44","Away","Baylor","14",
"10/23/04","Texas","51","Home","Texas Tech","21",
"11/06/04","Texas","56","Away","Oklahoma St.","35",
"09/04/04","Texas","65","Away","North Texas","0",
"10/09/04","UTEP","24","Home","Fresno St.","21",
"09/11/04","UTEP","32","Away","Weber St.","0",
"11/13/04","UTEP","35","Away","Rice","28",
"10/30/04","UTEP","38","Home","San Jose St.","20",
"10/23/04","UTEP","44","Home","Louisiana Tech","27",
"10/02/04","UTEP","45","Away","New Mexico St.","0",
"10/16/04","UTEP","51","Away","Hawaii","20",
"11/20/04","UTEP","57","Away","SMU","27",
"10/23/04","Toledo","27","Away","Central Michigan","22",
"10/16/04","Toledo","31","Away","Ohio","13",
"11/09/04","Toledo","31","Home","Northern Ill.","17",
"12/02/04","Toledo","35","Away","Miami (OH)","27",MAC Championship (Detroit MI)
"09/18/04","Toledo","42","Home","Eastern Mich.","32",
"09/25/04","Toledo","45","Away","Temple","17",
"11/23/04","Toledo","49","Away","Bowling Green St.","41",
"10/02/04","Toledo","52","Away","Ball St.","14",
"10/09/04","Toledo","59","Home","Western Mich.","33",
"11/13/04","Troy","13","Home","La.-Lafayette","10",
"09/04/04","Troy","17","Home","Marshall","15",
"11/06/04","Troy","24","Away","Florida Atlantic","6",
"09/09/04","Troy","24","Away","Missouri","14",
"11/20/04","Troy","37","Away","Middle Tenn.","17",
"10/30/04","Troy","47","Away","Idaho","7",
"10/02/04","Troy","49","Away","Utah St.","21",
"11/27/04","Tulane","35","Home","TCU","31",
"09/11/04","Tulane","39","Away","Florida A&M","19",
"11/06/04","Tulane","42","Away","Navy","10",
"11/13/04","Tulane","45","Away","Army","31",
"10/23/04","Tulane","59","Away","Alabama-Birmingham","55",
"11/20/04","Tulsa","34","Away","San Jose St.","24",
"11/27/04","Tulsa","37","Away","UTEP","35",
"10/30/04","Tulsa","39","Away","Rice","22",
"09/25/04","Tulsa","49","Away","Missouri St.","7",
"10/30/04","UCLA","21","Away","Stanford","0",
"10/02/04","UCLA","33","Away","San Diego St.","10",
"11/13/04","UCLA","34","Home","Oregon","26",
"09/11/04","UCLA","35","Home","Illinois","17",
"10/09/04","UCLA","37","Away","Arizona","17",
"09/18/04","UCLA","37","Home","Washington","31",
"09/11/04","Utah St.","14","Away","Idaho","7",
"09/25/04","Utah St.","31","Home","UNLV","21",
"11/20/04","Utah St.","34","Away","New Mexico St.","25",
"09/11/04","Utah","23","Home","Arizona","6",
"10/01/04","Utah","28","Home","New Mexico","7",
"01/01/05","Utah","35","Away","Pittsburgh","7",Fiesta Bowl (Tempe AZ)
"09/02/04","Utah","41","Away","Texas A&M","21",
"11/13/04","Utah","45","Home","Wyoming","28",
"10/16/04","Utah","46","Away","North Carolina","16",
"09/18/04","Utah","48","Home","Utah St.","6",
"09/25/04","Utah","49","Away","Air Force","35",
"10/30/04","Utah","51","Home","San Diego St.","28",
"11/20/04","Utah","52","Away","BYU","21",
"11/06/04","Utah","63","Away","Colorado St.","31",
"10/23/04","Utah","63","Away","UNLV","28",
"10/23/04","Vanderbilt","19","Away","Eastern Kentucky","7",
"10/02/04","Vanderbilt","31","Away","Mississippi St.","13",
"12/04/04","Virginia Tech","16","Home","Miami (FL)","10",
"10/09/04","Virginia Tech","17","Home","Wake Forest","10",
"10/02/04","Virginia Tech","19","Away","West Virginia","13",
"11/27/04","Virginia Tech","24","Away","Virginia","10",
"11/06/04","Virginia Tech","27","Home","North Carolina","24",
"10/28/04","Virginia Tech","34","Home","Georgia Tech","20",
"09/18/04","Virginia Tech","41","Away","Duke","17",
"11/18/04","Virginia Tech","55","Away","Maryland","6",
"10/16/04","Virginia Tech","62","Away","Florida A&M","0",
"09/11/04","Virginia Tech","63","Away","Western Mich.","0",
"11/06/04","Virginia","16","Away","Maryland","0",
"10/07/04","Virginia","30","Away","Clemson","10",
"11/20/04","Virginia","30","Home","Georgia Tech","10",
"09/25/04","Virginia","31","Away","Syracuse","10",
"10/23/04","Virginia","37","Home","Duke","16",
"09/04/04","Virginia","44","Home","Temple","14",
"09/18/04","Virginia","51","Away","Akron","0",
"09/11/04","Virginia","56","Away","North Carolina","24",
"09/25/04","Wake Forest","17","Away","Boston College","14",
"10/30/04","Wake Forest","24","Away","Duke","22",
"09/11/04","Wake Forest","31","Home","East Carolina","17",
"09/18/04","Wake Forest","42","Away","North Carolina A&T","3",
"09/25/04","Washington St.","20","Home","Arizona","19",
"09/03/04","Washington St.","21","Home","New Mexico","17",
"11/20/04","Washington St.","28","Away","Washington","25",
"11/06/04","Washington St.","31","Home","UCLA","29",
"09/18/04","Washington St.","49","Away","Idaho","8",
"10/09/04","Washington","21","Away","San Jose St.","6",
"09/18/04","West Virginia","19","Away","Maryland","16",
"10/21/04","West Virginia","27","Away","Syracuse","6",
"10/13/04","West Virginia","31","Home","Connecticut","19",
"10/30/04","West Virginia","35","Home","Rutgers","30",
"11/06/04","West Virginia","42","Away","Temple","21",
"09/25/04","West Virginia","45","Away","James Madison","10",
"09/11/04","West Virginia","45","Home","UCF","20",
"09/04/04","West Virginia","56","Away","East Carolina","23",
"11/20/04","Western Ky.","35","Home","FIU","14",
"09/02/04","Western Mich.","42","Away","Tennessee-Martin","0",
"09/25/04","Wisconsin","16","Away","Penn St.","3",
"09/11/04","Wisconsin","18","Away","UNLV","3",
"10/16/04","Wisconsin","20","Home","Purdue","17",
"10/02/04","Wisconsin","24","Away","Illinois","7",
"10/23/04","Wisconsin","24","Away","Northwestern","12",
"10/09/04","Wisconsin","24","Home","Ohio St.","13",
"09/04/04","Wisconsin","34","Away","UCF","6",
"11/06/04","Wisconsin","38","Away","Minnesota","14",
"09/18/04","Wisconsin","9","Home","Arizona","7",
"10/09/04","Wyoming","20","Away","San Diego St.","10",
"12/23/04","Wyoming","24","Away","UCLA","21",Las Vegas Bowl (Las Vegas NV)
"10/02/04","Wyoming","31","Away","La.-Monroe","10",
"09/25/04","Wyoming","37","Away","Ole Miss","32",
"10/30/04","Wyoming","43","Away","Air Force","26",
"09/04/04","Wyoming","53","Away","Appalachian St.","7",
"11/06/04","Wyoming","53","Home","UNLV","45",
